county,precinct,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
Oldham,H101,President,,Donald J. TRUMP,REP,922,339,55,,528,,,
Oldham,H101,President,,Kamala D. HARRIS,DEM,724,276,47,,401,,,
Oldham,H101,President,,Jill STEIN,KY,11,5,0,,6,,,
Oldham,H101,President,,Robert F. KENNEDY JR.,IND,18,10,0,,8,,,
Oldham,H101,President,,Shiva AYYADURAI,IND,2,1,0,,1,,,
Oldham,H101,President,,Chase OLIVER,LIB,4,3,0,,1,,,
Oldham,H101,President,,Write-ins,,2,1,0,,1,,,
Oldham,H101,U.S. House,4,Thomas MASSIE,REP,1158,442,69,,647,,,
Oldham,H101,U.S. House,4,Write-ins,,7,2,0,,5,,,
Oldham,H101,State House,48,Ken FLEMING,REP,954,343,57,,554,,,
Oldham,H101,State House,,Kate FARROW DEM,,708,278,41,,389,,,
Oldham,H103,President,,Donald J. TRUMP,REP,639,256,55,,328,,,
Oldham,H103,President,,Kamala D. HARRIS,DEM,389,168,48,,173,,,
Oldham,H103,President,,Jill STEIN,KY,4,3,0,,1,,,
Oldham,H103,President,,Robert F. KENNEDY JR.,IND,7,5,1,,1,,,
Oldham,H103,President,,Shiva AYYADURAI,IND,3,2,0,,1,,,
Oldham,H103,President,,Chase OLIVER,LIB,6,2,0,,4,,,
Oldham,H103,President,,Write-ins,,1,1,0,,0,,,
Oldham,H103,U.S. House,4,Thomas MASSIE,REP,726,300,62,,364,,,
Oldham,H103,U.S. House,4,Write-ins,,2,2,0,,0,,,
Oldham,H103,State House,33,Jason Michael NEMES,REP,653,261,58,,334,,,
Oldham,H103,State House,33,Taylor JOLLY,DEM,383,174,45,,164,,,
Oldham,H104,President,,Donald J. TRUMP,REP,462,216,10,,236,,,
Oldham,H104,President,,Kamala D. HARRIS,DEM,304,107,29,,168,,,
Oldham,H104,President,,Jill STEIN,KY,3,0,1,,2,,,
Oldham,H104,President,,Robert F. KENNEDY JR.,IND,5,2,0,,3,,,
Oldham,H104,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Oldham,H104,President,,Chase OLIVER,LIB,2,1,0,,1,,,
Oldham,H104,President,,Write-ins,,0,0,0,,0,,,
Oldham,H104,U.S. House,4,Thomas MASSIE,REP,535,238,16,,281,,,
Oldham,H104,U.S. House,4,Write-ins,,5,2,0,,3,,,
Oldham,H104,State House,33,Jason Michael NEMES,REP,479,211,14,,254,,,
Oldham,H104,State House,33,Taylor JOLLY,DEM,274,100,26,,148,,,
Oldham,H105,President,,Donald J. TRUMP,REP,708,245,44,,419,,,
Oldham,H105,President,,Kamala D. HARRIS,DEM,435,134,29,,272,,,
Oldham,H105,President,,Jill STEIN,KY,3,1,1,,1,,,
Oldham,H105,President,,Robert F. KENNEDY JR.,IND,7,3,2,,2,,,
Oldham,H105,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Oldham,H105,President,,Chase OLIVER,LIB,9,6,0,,3,,,
Oldham,H105,President,,Write-ins,,0,0,0,,0,,,
Oldham,H105,U.S. House,4,Thomas MASSIE,REP,826,300,46,,480,,,
Oldham,H105,U.S. House,4,Write-ins,,2,0,0,,2,,,
Oldham,H105,State House,59,David W. OSBORNE,REP,847,311,47,,489,,,
Oldham,H106,President,,Donald J. TRUMP,REP,52,23,0,,29,,,
Oldham,H106,President,,Kamala D. HARRIS,DEM,19,8,0,,11,,,
Oldham,H106,President,,Jill STEIN,KY,1,1,0,,0,,,
Oldham,H106,President,,Robert F. KENNEDY JR.,IND,1,0,0,,1,,,
Oldham,H106,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Oldham,H106,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Oldham,H106,President,,Write-ins,,0,0,0,,0,,,
Oldham,H106,U.S. House,4,Thomas MASSIE,REP,59,28,0,,31,,,
Oldham,H106,U.S. House,4,Write-ins,,0,0,0,,0,,,
Oldham,H106,State House,33,Jason Michael NEMES,REP,58,28,0,,30,,,
Oldham,H106,State House,33,Taylor JOLLY,DEM,14,5,0,,9,,,
Henderson,A101,President,,Donald J. TRUMP,REP,579,358,8,,213,,,
Henderson,A101,President,,Kamala D. HARRIS,DEM,160,74,17,,69,,,
Henderson,A101,President,,Jill STEIN,KY,1,1,0,,0,,,
Henderson,A101,President,,Robert F. KENNEDY JR.,IND,13,8,0,,5,,,
Henderson,A101,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Henderson,A101,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Henderson,A101,President,,Write-ins,,2,0,1,,1,,,
Henderson,A101,President,,Under Votes,,6,4,0,,2,,,
Henderson,A101,President,,Over Votes,,0,0,0,,0,,,
Henderson,A101,U.S. House,1,James R. COMER,REP,583,357,8,,218,,,
Henderson,A101,U.S. House,1,Erin MARSHALL,DEM,167,81,17,,69,,,
Henderson,A101,U.S. House,1,Under Votes,,12,8,1,,3,,,
Henderson,A101,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,A101,State House,11,J. T. PAYNE,REP,641,401,15,,225,,,
Henderson,A101,State House,11,Under Votes,,121,45,11,,65,,,
Henderson,A101,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,A108,President,,Donald J. TRUMP,REP,321,186,18,,117,,,
Henderson,A108,President,,Kamala D. HARRIS,DEM,180,94,13,,73,,,
Henderson,A108,President,,Jill STEIN,KY,2,2,0,,0,,,
Henderson,A108,President,,Robert F. KENNEDY JR.,IND,6,4,1,,1,,,
Henderson,A108,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,A108,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Henderson,A108,President,,Write-ins,,0,0,0,,0,,,
Henderson,A108,President,,Under Votes,,6,2,2,,2,,,
Henderson,A108,President,,Over Votes,,2,1,0,,1,,,
Henderson,A108,U.S. House,1,James R. COMER,REP,325,188,18,,119,,,
Henderson,A108,U.S. House,1,Erin MARSHALL,DEM,183,100,14,,69,,,
Henderson,A108,U.S. House,1,Under Votes,,10,2,2,,6,,,
Henderson,A108,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,A108,State House,11,J. T. PAYNE,REP,382,226,21,,135,,,
Henderson,A108,State House,11,Under Votes,,135,63,13,,59,,,
Henderson,A108,State House,11,Over Votes,,1,1,0,,0,,,
Henderson,A110,President,,Donald J. TRUMP,REP,485,263,20,,202,,,
Henderson,A110,President,,Kamala D. HARRIS,DEM,189,83,16,,90,,,
Henderson,A110,President,,Jill STEIN,KY,1,0,0,,1,,,
Henderson,A110,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Henderson,A110,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Henderson,A110,President,,Chase OLIVER,LIB,4,4,0,,0,,,
Henderson,A110,President,,Write-ins,,0,0,0,,0,,,
Henderson,A110,President,,Under Votes,,5,1,1,,3,,,
Henderson,A110,President,,Over Votes,,1,0,0,,1,,,
Henderson,A110,U.S. House,1,James R. COMER,REP,513,272,21,,220,,,
Henderson,A110,U.S. House,1,Erin MARSHALL,DEM,164,78,16,,70,,,
Henderson,A110,U.S. House,1,Under Votes,,10,3,0,,7,,,
Henderson,A110,U.S. House,1,Over Votes,,1,1,0,,0,,,
Henderson,A110,State House,11,J. T. PAYNE,REP,558,302,24,,232,,,
Henderson,A110,State House,11,Under Votes,,130,52,13,,65,,,
Henderson,A110,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,A111,President,,Donald J. TRUMP,REP,1169,676,49,,444,,,
Henderson,A111,President,,Kamala D. HARRIS,DEM,383,190,48,,145,,,
Henderson,A111,President,,Jill STEIN,KY,2,2,0,,0,,,
Henderson,A111,President,,Robert F. KENNEDY JR.,IND,14,9,1,,4,,,
Henderson,A111,President,,Shiva AYYADURAI,IND,1,0,0,,1,,,
Henderson,A111,President,,Chase OLIVER,LIB,5,5,0,,0,,,
Henderson,A111,President,,Write-ins,,0,0,0,,0,,,
Henderson,A111,President,,Under Votes,,6,2,1,,3,,,
Henderson,A111,President,,Over Votes,,0,0,0,,0,,,
Henderson,A111,U.S. House,1,James R. COMER,REP,1182,685,51,,446,,,
Henderson,A111,U.S. House,1,Erin MARSHALL,DEM,375,187,48,,140,,,
Henderson,A111,U.S. House,1,Under Votes,,22,12,0,,10,,,
Henderson,A111,U.S. House,1,Over Votes,,1,0,0,,1,,,
Henderson,A111,State House,11,J. T. PAYNE,REP,1286,749,65,,472,,,
Henderson,A111,State House,11,Under Votes,,294,135,34,,125,,,
Henderson,A111,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,A112,President,,Donald J. TRUMP,REP,582,273,44,,265,,,
Henderson,A112,President,,Kamala D. HARRIS,DEM,395,159,48,,188,,,
Henderson,A112,President,,Jill STEIN,KY,1,1,0,,0,,,
Henderson,A112,President,,Robert F. KENNEDY JR.,IND,7,6,0,,1,,,
Henderson,A112,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,A112,President,,Chase OLIVER,LIB,2,1,0,,1,,,
Henderson,A112,President,,Write-ins,,0,0,0,,0,,,
Henderson,A112,President,,Under Votes,,12,6,0,,6,,,
Henderson,A112,President,,Over Votes,,0,0,0,,0,,,
Henderson,A112,U.S. House,1,James R. COMER,REP,599,271,49,,279,,,
Henderson,A112,U.S. House,1,Erin MARSHALL,DEM,380,163,41,,176,,,
Henderson,A112,U.S. House,1,Under Votes,,20,12,2,,6,,,
Henderson,A112,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,A112,State House,11,J. T. PAYNE,REP,735,344,62,,329,,,
Henderson,A112,State House,11,Under Votes,,264,102,30,,132,,,
Henderson,A112,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,B101,President,,Donald J. TRUMP,REP,567,333,21,,213,,,
Henderson,B101,President,,Kamala D. HARRIS,DEM,144,69,15,,60,,,
Henderson,B101,President,,Jill STEIN,KY,0,0,0,,0,,,
Henderson,B101,President,,Robert F. KENNEDY JR.,IND,6,4,0,,2,,,
Henderson,B101,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Henderson,B101,President,,Chase OLIVER,LIB,1,0,0,,1,,,
Henderson,B101,President,,Write-ins,,0,0,0,,0,,,
Henderson,B101,President,,Under Votes,,1,0,0,,1,,,
Henderson,B101,President,,Over Votes,,1,1,0,,0,,,
Henderson,B101,U.S. House,1,James R. COMER,REP,560,326,24,,210,,,
Henderson,B101,U.S. House,1,Erin MARSHALL,DEM,140,70,12,,58,,,
Henderson,B101,U.S. House,1,Under Votes,,20,12,0,,8,,,
Henderson,B101,U.S. House,1,Over Votes,,1,0,0,,1,,,
Henderson,B101,State House,11,J. T. PAYNE,REP,596,340,24,,232,,,
Henderson,B101,State House,11,Under Votes,,124,68,12,,44,,,
Henderson,B101,State House,11,Over Votes,,1,0,0,,1,,,
Henderson,B103,President,,Donald J. TRUMP,REP,402,213,11,,178,,,
Henderson,B103,President,,Kamala D. HARRIS,DEM,149,80,6,,63,,,
Henderson,B103,President,,Jill STEIN,KY,3,2,0,,1,,,
Henderson,B103,President,,Robert F. KENNEDY JR.,IND,9,4,0,,5,,,
Henderson,B103,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,B103,President,,Chase OLIVER,LIB,2,1,0,,1,,,
Henderson,B103,President,,Write-ins,,0,0,0,,0,,,
Henderson,B103,President,,Under Votes,,3,2,0,,1,,,
Henderson,B103,President,,Over Votes,,0,0,0,,0,,,
Henderson,B103,U.S. House,1,James R. COMER,REP,417,223,10,,184,,,
Henderson,B103,U.S. House,1,Erin MARSHALL,DEM,142,74,7,,61,,,
Henderson,B103,U.S. House,1,Under Votes,,8,4,0,,4,,,
Henderson,B103,U.S. House,1,Over Votes,,1,1,0,,0,,,
Henderson,B103,State House,11,J. T. PAYNE,REP,453,249,14,,190,,,
Henderson,B103,State House,11,Under Votes,,115,53,3,,59,,,
Henderson,B103,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,B106,President,,Donald J. TRUMP,REP,473,200,12,,261,,,
Henderson,B106,President,,Kamala D. HARRIS,DEM,309,120,30,,159,,,
Henderson,B106,President,,Jill STEIN,KY,0,0,0,,0,,,
Henderson,B106,President,,Robert F. KENNEDY JR.,IND,3,2,0,,1,,,
Henderson,B106,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,B106,President,,Chase OLIVER,LIB,3,2,0,,1,,,
Henderson,B106,President,,Write-ins,,0,0,0,,0,,,
Henderson,B106,President,,Under Votes,,5,0,0,,5,,,
Henderson,B106,President,,Over Votes,,2,1,0,,1,,,
Henderson,B106,U.S. House,1,James R. COMER,REP,477,201,13,,263,,,
Henderson,B106,U.S. House,1,Erin MARSHALL,DEM,305,119,29,,157,,,
Henderson,B106,U.S. House,1,Under Votes,,13,5,0,,8,,,
Henderson,B106,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,B106,State House,11,J. T. PAYNE,REP,592,264,18,,310,,,
Henderson,B106,State House,11,Under Votes,,203,61,24,,118,,,
Henderson,B106,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,B108,President,,Donald J. TRUMP,REP,253,110,13,,130,,,
Henderson,B108,President,,Kamala D. HARRIS,DEM,180,47,17,,116,,,
Henderson,B108,President,,Jill STEIN,KY,2,0,0,,2,,,
Henderson,B108,President,,Robert F. KENNEDY JR.,IND,3,1,1,,1,,,
Henderson,B108,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,B108,President,,Chase OLIVER,LIB,1,0,1,,0,,,
Henderson,B108,President,,Write-ins,,0,0,0,,0,,,
Henderson,B108,President,,Under Votes,,2,1,0,,1,,,
Henderson,B108,President,,Over Votes,,2,1,0,,1,,,
Henderson,B108,U.S. House,1,James R. COMER,REP,268,109,16,,143,,,
Henderson,B108,U.S. House,1,Erin MARSHALL,DEM,160,44,16,,100,,,
Henderson,B108,U.S. House,1,Under Votes,,13,7,0,,6,,,
Henderson,B108,U.S. House,1,Over Votes,,2,0,0,,2,,,
Henderson,B108,State House,11,J. T. PAYNE,REP,308,124,16,,168,,,
Henderson,B108,State House,11,Under Votes,,135,36,16,,83,,,
Henderson,B108,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,B109,President,,Donald J. TRUMP,REP,564,370,16,,178,,,
Henderson,B109,President,,Kamala D. HARRIS,DEM,169,94,13,,62,,,
Henderson,B109,President,,Jill STEIN,KY,2,2,0,,0,,,
Henderson,B109,President,,Robert F. KENNEDY JR.,IND,3,1,0,,2,,,
Henderson,B109,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,B109,President,,Chase OLIVER,LIB,3,1,1,,1,,,
Henderson,B109,President,,Write-ins,,0,0,0,,0,,,
Henderson,B109,President,,Under Votes,,4,3,0,,1,,,
Henderson,B109,President,,Over Votes,,0,0,0,,0,,,
Henderson,B109,U.S. House,1,James R. COMER,REP,554,359,17,,178,,,
Henderson,B109,U.S. House,1,Erin MARSHALL,DEM,172,100,13,,59,,,
Henderson,B109,U.S. House,1,Under Votes,,19,12,0,,7,,,
Henderson,B109,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,B109,State House,11,J. T. PAYNE,REP,620,406,23,,191,,,
Henderson,B109,State House,11,Under Votes,,125,65,7,,53,,,
Henderson,B109,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,B110,President,,Donald J. TRUMP,REP,1079,431,51,,597,,,
Henderson,B110,President,,Kamala D. HARRIS,DEM,439,146,36,,257,,,
Henderson,B110,President,,Jill STEIN,KY,1,0,0,,1,,,
Henderson,B110,President,,Robert F. KENNEDY JR.,IND,11,7,0,,4,,,
Henderson,B110,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,B110,President,,Chase OLIVER,LIB,6,3,0,,3,,,
Henderson,B110,President,,Write-ins,,0,0,0,,0,,,
Henderson,B110,President,,Under Votes,,14,6,1,,7,,,
Henderson,B110,President,,Over Votes,,1,1,0,,0,,,
Henderson,B110,U.S. House,1,James R. COMER,REP,1124,445,50,,629,,,
Henderson,B110,U.S. House,1,Erin MARSHALL,DEM,396,132,36,,228,,,
Henderson,B110,U.S. House,1,Under Votes,,31,17,2,,12,,,
Henderson,B110,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,B110,State House,11,J. T. PAYNE,REP,1220,487,59,,674,,,
Henderson,B110,State House,11,Under Votes,,331,107,29,,195,,,
Henderson,B110,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,C101,President,,Donald J. TRUMP,REP,309,186,10,,113,,,
Henderson,C101,President,,Kamala D. HARRIS,DEM,149,59,12,,78,,,
Henderson,C101,President,,Jill STEIN,KY,2,2,0,,0,,,
Henderson,C101,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Henderson,C101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,C101,President,,Chase OLIVER,LIB,1,0,0,,1,,,
Henderson,C101,President,,Write-ins,,0,0,0,,0,,,
Henderson,C101,President,,Under Votes,,2,2,0,,0,,,
Henderson,C101,President,,Over Votes,,0,0,0,,0,,,
Henderson,C101,U.S. House,1,James R. COMER,REP,321,188,11,,122,,,
Henderson,C101,U.S. House,1,Erin MARSHALL,DEM,132,55,10,,67,,,
Henderson,C101,U.S. House,1,Under Votes,,12,8,1,,3,,,
Henderson,C101,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,C101,State House,11,J. T. PAYNE,REP,364,208,14,,142,,,
Henderson,C101,State House,11,Under Votes,,101,43,8,,50,,,
Henderson,C101,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,C102,President,,Donald J. TRUMP,REP,214,93,5,,116,,,
Henderson,C102,President,,Kamala D. HARRIS,DEM,77,14,10,,53,,,
Henderson,C102,President,,Jill STEIN,KY,2,0,0,,2,,,
Henderson,C102,President,,Robert F. KENNEDY JR.,IND,4,2,0,,2,,,
Henderson,C102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,C102,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Henderson,C102,President,,Write-ins,,0,0,0,,0,,,
Henderson,C102,President,,Under Votes,,6,2,0,,4,,,
Henderson,C102,President,,Over Votes,,0,0,0,,0,,,
Henderson,C102,U.S. House,1,James R. COMER,REP,222,91,5,,126,,,
Henderson,C102,U.S. House,1,Erin MARSHALL,DEM,72,17,10,,45,,,
Henderson,C102,U.S. House,1,Under Votes,,9,3,0,,6,,,
Henderson,C102,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,C102,State House,11,J. T. PAYNE,REP,245,100,8,,137,,,
Henderson,C102,State House,11,Under Votes,,58,11,7,,40,,,
Henderson,C102,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,C103,President,,Donald J. TRUMP,REP,219,155,4,,60,,,
Henderson,C103,President,,Kamala D. HARRIS,DEM,108,61,9,,38,,,
Henderson,C103,President,,Jill STEIN,KY,2,2,0,,0,,,
Henderson,C103,President,,Robert F. KENNEDY JR.,IND,4,2,0,,2,,,
Henderson,C103,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,C103,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Henderson,C103,President,,Write-ins,,0,0,0,,0,,,
Henderson,C103,President,,Under Votes,,1,1,0,,0,,,
Henderson,C103,President,,Over Votes,,1,1,0,,0,,,
Henderson,C103,U.S. House,1,James R. COMER,REP,224,158,5,,61,,,
Henderson,C103,U.S. House,1,Erin MARSHALL,DEM,105,61,8,,36,,,
Henderson,C103,U.S. House,1,Under Votes,,7,4,0,,3,,,
Henderson,C103,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,C103,State House,11,J. T. PAYNE,REP,259,178,11,,70,,,
Henderson,C103,State House,11,Under Votes,,77,45,2,,30,,,
Henderson,C103,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,C104,President,,Donald J. TRUMP,REP,460,313,18,,129,,,
Henderson,C104,President,,Kamala D. HARRIS,DEM,125,62,13,,50,,,
Henderson,C104,President,,Jill STEIN,KY,0,0,0,,0,,,
Henderson,C104,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Henderson,C104,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,C104,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Henderson,C104,President,,Write-ins,,0,0,0,,0,,,
Henderson,C104,President,,Under Votes,,6,5,0,,1,,,
Henderson,C104,President,,Over Votes,,2,2,0,,0,,,
Henderson,C104,U.S. House,1,James R. COMER,REP,460,316,18,,126,,,
Henderson,C104,U.S. House,1,Erin MARSHALL,DEM,129,64,12,,53,,,
Henderson,C104,U.S. House,1,Under Votes,,6,4,1,,1,,,
Henderson,C104,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,C104,State House,11,J. T. PAYNE,REP,500,339,23,,138,,,
Henderson,C104,State House,11,Under Votes,,95,45,8,,42,,,
Henderson,C104,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,C105,President,,Donald J. TRUMP,REP,246,176,5,,65,,,
Henderson,C105,President,,Kamala D. HARRIS,DEM,47,20,6,,21,,,
Henderson,C105,President,,Jill STEIN,KY,1,0,0,,1,,,
Henderson,C105,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Henderson,C105,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,C105,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Henderson,C105,President,,Write-ins,,0,0,0,,0,,,
Henderson,C105,President,,Under Votes,,2,2,0,,0,,,
Henderson,C105,President,,Over Votes,,0,0,0,,0,,,
Henderson,C105,U.S. House,1,James R. COMER,REP,236,171,4,,61,,,
Henderson,C105,U.S. House,1,Erin MARSHALL,DEM,56,27,7,,22,,,
Henderson,C105,U.S. House,1,Under Votes,,6,2,0,,4,,,
Henderson,C105,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,C105,State House,11,J. T. PAYNE,REP,250,173,7,,70,,,
Henderson,C105,State House,11,Under Votes,,48,27,4,,17,,,
Henderson,C105,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,C106,President,,Donald J. TRUMP,REP,340,188,20,,132,,,
Henderson,C106,President,,Kamala D. HARRIS,DEM,154,69,22,,63,,,
Henderson,C106,President,,Jill STEIN,KY,1,0,0,,1,,,
Henderson,C106,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Henderson,C106,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,C106,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Henderson,C106,President,,Write-ins,,0,0,0,,0,,,
Henderson,C106,President,,Under Votes,,2,1,0,,1,,,
Henderson,C106,President,,Over Votes,,0,0,0,,0,,,
Henderson,C106,U.S. House,1,James R. COMER,REP,340,189,21,,130,,,
Henderson,C106,U.S. House,1,Erin MARSHALL,DEM,152,69,19,,64,,,
Henderson,C106,U.S. House,1,Under Votes,,7,2,2,,3,,,
Henderson,C106,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,C106,State House,11,J. T. PAYNE,REP,383,214,24,,145,,,
Henderson,C106,State House,11,Under Votes,,116,46,18,,52,,,
Henderson,C106,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,C107,President,,Donald J. TRUMP,REP,338,158,4,,176,,,
Henderson,C107,President,,Kamala D. HARRIS,DEM,179,68,15,,96,,,
Henderson,C107,President,,Jill STEIN,KY,1,0,0,,1,,,
Henderson,C107,President,,Robert F. KENNEDY JR.,IND,3,1,0,,2,,,
Henderson,C107,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,C107,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Henderson,C107,President,,Write-ins,,0,0,0,,0,,,
Henderson,C107,President,,Under Votes,,1,0,0,,1,,,
Henderson,C107,President,,Over Votes,,1,0,0,,1,,,
Henderson,C107,U.S. House,1,James R. COMER,REP,339,153,4,,182,,,
Henderson,C107,U.S. House,1,Erin MARSHALL,DEM,172,65,15,,92,,,
Henderson,C107,U.S. House,1,Under Votes,,12,9,0,,3,,,
Henderson,C107,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,C107,State House,11,J. T. PAYNE,REP,400,178,11,,211,,,
Henderson,C107,State House,11,Under Votes,,123,49,8,,66,,,
Henderson,C107,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,C109,President,,Donald J. TRUMP,REP,288,159,8,,121,,,
Henderson,C109,President,,Kamala D. HARRIS,DEM,161,62,11,,88,,,
Henderson,C109,President,,Jill STEIN,KY,1,1,0,,0,,,
Henderson,C109,President,,Robert F. KENNEDY JR.,IND,4,2,0,,2,,,
Henderson,C109,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,C109,President,,Chase OLIVER,LIB,2,1,0,,1,,,
Henderson,C109,President,,Write-ins,,0,0,0,,0,,,
Henderson,C109,President,,Under Votes,,2,2,0,,0,,,
Henderson,C109,President,,Over Votes,,2,1,0,,1,,,
Henderson,C109,U.S. House,1,James R. COMER,REP,291,159,8,,124,,,
Henderson,C109,U.S. House,1,Erin MARSHALL,DEM,156,65,11,,80,,,
Henderson,C109,U.S. House,1,Under Votes,,13,4,0,,9,,,
Henderson,C109,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,C109,State House,11,J. T. PAYNE,REP,350,187,17,,146,,,
Henderson,C109,State House,11,Under Votes,,110,41,2,,67,,,
Henderson,C109,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,C110,President,,Donald J. TRUMP,REP,192,90,8,,94,,,
Henderson,C110,President,,Kamala D. HARRIS,DEM,69,29,7,,33,,,
Henderson,C110,President,,Jill STEIN,KY,1,1,0,,0,,,
Henderson,C110,President,,Robert F. KENNEDY JR.,IND,1,1,0,,0,,,
Henderson,C110,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,C110,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Henderson,C110,President,,Write-ins,,0,0,0,,0,,,
Henderson,C110,President,,Under Votes,,3,2,0,,1,,,
Henderson,C110,President,,Over Votes,,0,0,0,,0,,,
Henderson,C110,U.S. House,1,James R. COMER,REP,191,86,9,,96,,,
Henderson,C110,U.S. House,1,Erin MARSHALL,DEM,66,31,6,,29,,,
Henderson,C110,U.S. House,1,Under Votes,,10,7,0,,3,,,
Henderson,C110,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,C110,State House,11,J. T. PAYNE,REP,205,98,8,,99,,,
Henderson,C110,State House,11,Under Votes,,62,26,7,,29,,,
Henderson,C110,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,D101,President,,Donald J. TRUMP,REP,485,274,20,,191,,,
Henderson,D101,President,,Kamala D. HARRIS,DEM,509,258,36,,215,,,
Henderson,D101,President,,Jill STEIN,KY,2,2,0,,0,,,
Henderson,D101,President,,Robert F. KENNEDY JR.,IND,9,6,0,,3,,,
Henderson,D101,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,D101,President,,Chase OLIVER,LIB,1,0,0,,1,,,
Henderson,D101,President,,Write-ins,,0,0,0,,0,,,
Henderson,D101,President,,Under Votes,,14,6,0,,8,,,
Henderson,D101,President,,Over Votes,,2,1,1,,0,,,
Henderson,D101,U.S. House,1,James R. COMER,REP,524,288,22,,214,,,
Henderson,D101,U.S. House,1,Erin MARSHALL,DEM,481,247,35,,199,,,
Henderson,D101,U.S. House,1,Under Votes,,15,10,0,,5,,,
Henderson,D101,U.S. House,1,Over Votes,,2,2,0,,0,,,
Henderson,D101,State House,11,J. T. PAYNE,REP,646,371,28,,247,,,
Henderson,D101,State House,11,Under Votes,,376,176,29,,171,,,
Henderson,D101,State House,11,Over Votes,,0,0,0,,0,,,
